,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,House_Age,Total_SFT
67,20,RL,10665,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,2.0,5,0,440,1453,GasA,5,Y,SBrkr,0,1479,1,0,2,0,3,1,4,Typ,0,Attchd,RFn,2,558,3,3,Y,144,29,0,0,6,2007,WD,Normal,226000,17,1479
68,30,RM,4608,Reg,Lvl,Corner,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0.0,0,0,747,747,GasA,3,Y,SBrkr,0,747,0,0,1,0,2,1,3,Typ,0,Attchd,Unf,1,220,3,3,Y,0,0,0,0,6,2010,WD,Normal,80000,75,747
69,50,RL,15593,Reg,Lvl,Corner,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,3,3,0.0,3,0,701,1304,GasW,3,Y,SBrkr,0,2287,0,0,2,0,3,1,3,Typ,1,Attchd,Fin,2,667,3,3,Y,0,21,114,0,7,2006,WD,Normal,225000,67,2287
70,20,RL,13651,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,3.0,4,0,343,2223,GasA,5,Y,SBrkr,0,2223,1,0,2,0,3,1,3,Typ,2,Attchd,Fin,2,516,3,3,Y,300,0,0,0,2,2007,WD,Normal,244000,47,2223
71,20,RL,7599,Reg,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,0.0,4,0,280,845,GasA,3,Y,SBrkr,0,845,1,0,1,0,2,1,3,Typ,0,Detchd,Unf,2,360,3,3,Y,0,0,0,0,6,2007,WD,Normal,129500,38,845
72,60,RL,10141,IR1,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4,3,0.0,0,0,832,832,GasA,4,Y,SBrkr,0,1718,0,0,2,1,3,1,3,Typ,1,Attchd,Fin,2,427,3,3,Y,0,94,0,291,12,2009,WD,Normal,185000,22,1718
73,20,RL,10200,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,0.0,4,3,404,1086,GasA,4,Y,SBrkr,0,1086,1,0,1,0,3,1,3,Typ,0,Attchd,Unf,2,490,3,3,Y,0,0,0,0,5,2010,WD,Normal,144900,66,1086
74,50,RM,5790,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,2,3,0.0,0,0,840,840,GasA,4,N,SBrkr,0,1605,0,0,2,0,3,2,3,Typ,0,Detchd,Unf,1,379,3,3,Y,0,0,202,0,5,2010,WD,Normal,107400,105,1605
75,180,RM,1596,Reg,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3.0,5,0,0,462,GasA,3,Y,SBrkr,0,988,1,0,1,0,2,1,3,Typ,0,BuiltIn,Unf,1,297,3,3,Y,120,101,0,0,11,2009,WD,Normal,91000,47,988
76,20,RL,8475,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0.0,4,0,724,952,GasA,5,Y,FuseA,0,952,0,0,1,0,2,1,3,Typ,0,Detchd,Unf,1,283,3,3,Y,0,0,0,0,4,2008,WD,Normal,135750,64,952
77,50,RM,8635,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0.0,3,5,295,672,GasA,3,Y,SBrkr,0,1285,1,0,1,0,2,1,3,Min1,0,Detchd,Unf,1,240,3,3,Y,0,0,0,0,1,2008,WD,Normal,127000,72,1285
78,90,RL,10778,Reg,Lvl,Inside,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0.0,0,0,1768,1768,GasA,3,N,SBrkr,0,1768,0,0,2,0,4,2,3,Typ,0,NoGarage,NoGarage,0,0,-1,-1,Y,0,0,0,0,4,2010,WD,Normal,136500,52,1768
79,50,RM,10440,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0.0,0,0,440,440,GasA,4,Y,SBrkr,0,1230,0,0,1,1,2,1,3,Typ,0,Detchd,Unf,2,440,3,3,Y,74,0,128,0,5,2009,WD,Normal,110000,110,1230
80,60,RL,13000,Reg,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,0.0,2,0,448,896,GasA,3,Y,SBrkr,0,2142,0,0,2,1,4,1,4,Typ,1,Attchd,Fin,1,509,3,3,Y,0,72,0,252,6,2009,WD,Normal,193500,52,2142
81,120,RM,4500,Reg,Lvl,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5,4,0.0,5,0,36,1237,GasA,5,Y,SBrkr,0,1337,1,0,2,0,2,1,3,Typ,0,Attchd,Fin,2,405,3,3,Y,0,199,0,0,3,2006,WD,Normal,153500,22,1337
82,20,RL,10206,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,3,PConc,4,3,0.0,5,0,1530,1563,GasA,5,Y,SBrkr,0,1563,0,0,2,0,3,1,4,Typ,1,Attchd,RFn,3,758,3,3,Y,144,99,0,0,10,2008,WD,Normal,245000,13,1563
83,20,RL,8892,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,0.0,0,0,1065,1065,GasA,4,Y,SBrkr,0,1065,0,0,1,1,3,1,3,Typ,0,Detchd,Unf,2,461,3,3,Y,74,0,0,0,7,2007,COD,Normal,126500,60,1065
84,80,RL,8530,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4,3,0.0,0,0,384,384,GasA,4,Y,SBrkr,0,1474,0,0,2,1,3,1,3,Typ,1,BuiltIn,Fin,2,400,3,3,Y,120,72,0,0,5,2009,WD,Normal,168500,25,1474
85,60,RL,16059,Reg,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,0.0,0,0,1288,1288,GasA,5,Y,SBrkr,0,2417,0,0,2,1,4,1,4,Typ,1,Attchd,Unf,2,462,3,3,Y,127,82,0,0,4,2006,WD,Normal,260000,29,2417
86,60,RL,11911,IR2,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2.0,0,0,684,684,GasA,5,Y,SBrkr,0,1560,0,0,2,1,3,1,4,Typ,1,BuiltIn,Fin,2,400,3,3,Y,100,38,0,0,3,2009,WD,Normal,174000,15,1560
87,160,FV,3951,Reg,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,2.0,0,0,612,612,GasA,5,Y,SBrkr,0,1224,0,0,2,1,2,1,4,Typ,0,Detchd,RFn,2,528,3,3,Y,0,234,0,0,6,2009,New,Partial,164500,11,1224
88,50,C (all),8470,IR1,Lvl,Corner,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,2,0.0,0,0,1013,1013,GasA,3,N,SBrkr,513,1526,0,0,1,0,2,1,2,Typ,0,NoGarage,NoGarage,0,0,-1,-1,N,0,0,156,0,10,2009,ConLD,Abnorml,85000,105,1013
89,20,RL,8070,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0.0,5,0,402,990,GasA,5,Y,SBrkr,0,990,1,0,1,0,3,1,3,Typ,0,NoGarage,NoGarage,0,0,-1,-1,Y,0,0,0,0,8,2007,WD,Normal,123600,26,990
90,20,RL,7200,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,-1,-1,,-1,-1,0,0,GasA,3,Y,FuseA,0,1040,0,0,1,0,2,1,3,Typ,0,Detchd,Unf,2,420,3,3,Y,0,29,0,0,7,2006,WD,Normal,109900,70,1040
91,20,RL,8500,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,3,3,0.0,2,0,635,1235,GasA,3,Y,SBrkr,0,1235,0,0,1,0,2,1,3,Typ,0,Attchd,Unf,2,480,3,3,Y,0,0,0,0,12,2006,WD,Abnorml,98600,59,1235
92,30,RL,13360,IR1,HLS,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,0.0,4,0,163,876,GasA,5,Y,SBrkr,0,964,1,0,1,0,2,1,3,Typ,0,Detchd,Unf,2,432,3,3,Y,0,0,44,0,8,2009,WD,Normal,163500,99,964
93,190,C (all),7200,Reg,Lvl,Corner,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,1.0,2,0,168,1214,GasW,5,N,SBrkr,0,2291,0,1,2,0,4,2,3,Typ,1,Detchd,Unf,2,506,3,3,Y,0,0,0,99,11,2007,WD,Normal,133900,110,2291
94,60,RL,9337,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,0.0,5,0,176,824,GasA,5,Y,SBrkr,0,1786,1,0,2,1,3,1,4,Typ,0,Attchd,RFn,2,684,3,3,Y,0,162,0,0,5,2007,WD,Normal,204750,23,1786
95,60,RL,9765,IR2,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,5,4,PConc,4,4,0.0,4,0,370,680,GasA,4,Y,SBrkr,0,1470,0,0,2,1,3,1,3,Typ,1,BuiltIn,Fin,2,420,3,3,Y,232,63,0,0,4,2009,WD,Normal,185000,27,1470
96,20,RL,10264,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,2.0,4,0,426,1588,GasA,5,Y,SBrkr,0,1588,0,0,2,0,3,1,4,Typ,0,Attchd,RFn,2,472,3,3,Y,158,29,0,0,8,2006,WD,Normal,214000,21,1588
97,20,RL,10921,Reg,HLS,Inside,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,3,3,CBlock,3,3,0.0,2,0,440,960,GasA,3,Y,FuseF,0,960,1,0,1,0,3,1,3,Typ,0,Attchd,Fin,1,432,3,3,P,120,0,0,0,5,2007,WD,Normal,94750,55,960
98,30,RL,10625,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0.0,4,0,350,458,GasA,2,N,SBrkr,0,835,0,0,1,0,2,1,3,Typ,0,Basment,Unf,1,366,2,3,Y,0,0,77,0,5,2010,COD,Abnorml,83000,100,835
99,20,RL,9320,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,0.0,4,0,381,950,GasA,2,Y,SBrkr,0,1225,1,0,1,1,3,1,3,Typ,0,NoGarage,NoGarage,0,0,-1,-1,Y,352,0,0,0,1,2010,WD,Normal,128950,61,1225
100,20,RL,10603,IR1,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,3,3,PConc,3,3,1.0,4,0,410,1610,GasA,4,Y,SBrkr,0,1610,1,0,2,0,3,1,4,Typ,2,Attchd,RFn,2,480,3,3,Y,168,68,0,0,2,2010,WD,Normal,205000,43,1610
101,60,RL,9206,Reg,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,4,3,CBlock,4,3,0.0,0,0,741,741,GasA,3,Y,SBrkr,0,1732,0,0,2,1,3,1,4,Typ,1,Attchd,Fin,2,476,3,3,Y,192,46,0,0,6,2010,WD,Normal,178000,35,1732
102,90,RL,7018,Reg,Bnk,Inside,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,Slab,-1,-1,,-1,-1,0,0,GasA,3,Y,SBrkr,0,1535,0,0,2,0,4,2,3,Typ,0,Attchd,Unf,2,410,3,3,Y,0,0,0,0,6,2009,WD,Alloca,118964,41,1535
103,20,RL,10402,IR1,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0.0,0,0,1226,1226,GasA,5,Y,SBrkr,0,1226,0,0,2,0,3,1,4,Typ,0,Attchd,RFn,3,740,3,3,Y,0,36,0,0,5,2010,WD,Normal,198900,11,1226
104,50,RM,7758,Reg,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,3,2,PConc,3,3,0.0,1,0,816,1040,GasA,5,Y,FuseF,0,1818,0,0,1,1,4,1,3,Typ,2,Detchd,Unf,1,240,3,3,Y,0,0,0,184,6,2007,WD,Normal,169500,89,1818
105,60,FV,9375,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,4,3,PConc,5,3,0.0,0,0,1053,1053,GasA,5,Y,SBrkr,0,1992,0,0,2,1,3,1,4,Typ,1,Attchd,RFn,2,648,3,3,Y,140,45,0,0,8,2008,WD,Normal,250000,17,1992
106,30,RM,10800,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,Mansard,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,3,0.0,0,0,641,641,GasA,4,Y,SBrkr,0,1047,0,0,1,0,2,1,3,Typ,0,Detchd,Unf,1,273,2,2,N,0,0,0,0,8,2007,WD,Normal,100000,135,1047
107,20,RM,6000,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0.0,4,3,516,789,GasA,5,Y,SBrkr,0,789,0,0,1,0,2,1,3,Typ,0,Detchd,Unf,1,250,3,3,Y,0,0,0,0,4,2008,WD,Partial,115000,72,789
108,50,RM,8500,Reg,Lvl,Corner,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,0.0,0,0,793,793,GasW,3,N,FuseF,0,1517,0,0,2,0,3,1,2,Typ,0,NoGarage,NoGarage,0,0,-1,-1,N,0,0,144,0,8,2007,WD,Normal,115000,101,1517
109,20,RL,11751,IR1,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,3,3,CBlock,4,3,0.0,3,0,1139,1844,GasA,5,Y,SBrkr,0,1844,0,0,2,0,3,1,3,Typ,1,Attchd,RFn,2,546,3,3,Y,0,122,0,0,1,2010,COD,Normal,190000,43,1844
110,50,RL,9525,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,0.0,2,0,550,994,GasA,4,Y,SBrkr,0,1855,0,0,2,0,4,1,3,Typ,0,Attchd,Unf,1,325,3,3,Y,182,0,0,0,10,2006,WD,Normal,136900,66,1855
111,80,RL,7750,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0.0,5,0,134,384,GasA,5,Y,SBrkr,0,1430,0,0,2,1,3,1,3,Typ,1,BuiltIn,Fin,2,400,3,3,Y,180,0,0,0,4,2010,WD,Normal,180000,20,1430
112,60,RL,9965,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,4,3,PConc,5,3,2.0,5,0,280,1264,GasA,5,Y,SBrkr,0,2696,1,0,2,1,4,1,5,Typ,1,BuiltIn,Fin,3,792,3,3,Y,120,184,0,168,10,2007,New,Partial,383970,13,2696
113,20,RL,21000,Reg,Bnk,Corner,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,3,4,CBlock,4,3,1.0,4,2,905,1809,GasA,3,Y,SBrkr,0,2259,1,0,2,0,3,1,4,Typ,2,Basment,Unf,2,450,3,3,Y,166,120,192,0,10,2007,COD,Abnorml,217000,67,2259
114,70,RL,7259,IR1,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0.0,4,1,104,1028,GasA,5,Y,SBrkr,0,2320,1,0,2,1,3,1,4,Typ,1,Detchd,Unf,1,180,3,3,Y,224,0,0,0,7,2007,WD,Normal,259500,75,2320
115,160,FV,3230,Reg,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,3,3,PConc,4,3,0.0,5,0,310,729,GasA,4,Y,SBrkr,0,1458,0,0,2,1,2,1,3,Typ,1,Detchd,Unf,2,440,3,3,Y,0,32,0,0,6,2007,WD,Normal,176000,21,1458
116,20,RL,11616,Reg,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,3,3,CBlock,3,3,0.0,1,3,252,1092,GasA,3,Y,SBrkr,0,1092,0,1,1,0,3,1,3,Typ,1,Attchd,Unf,1,288,3,3,Y,0,20,144,0,9,2009,WD,Normal,139000,58,1092
117,20,RL,8536,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0.0,0,0,1125,1125,GasA,4,Y,SBrkr,0,1125,0,0,1,1,2,1,3,Typ,0,Attchd,Unf,2,430,3,3,Y,80,64,0,0,4,2007,New,Partial,155000,14,1125
118,60,RL,12376,Reg,Lvl,Corner,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,Hip,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4,3,1.0,5,0,203,1673,GasA,4,Y,SBrkr,0,3222,1,0,3,0,5,1,4,Typ,2,Attchd,Unf,3,594,3,3,Y,367,0,0,0,5,2010,WD,Normal,320000,30,3222
119,60,RL,8461,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0.0,0,0,728,728,GasA,5,Y,SBrkr,0,1456,0,0,2,1,3,1,4,Typ,1,Attchd,Fin,2,390,3,3,Y,0,24,0,0,7,2006,New,Partial,163990,15,1456
120,80,RL,21453,IR1,Low,CulDSac,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,Flat,Metal,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3.0,4,0,0,938,GasA,5,Y,SBrkr,0,988,1,0,1,0,1,1,3,Typ,2,Attchd,Unf,2,540,3,3,Y,0,130,0,0,10,2006,WD,Normal,180000,51,988
121,50,RM,6060,Reg,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,PConc,3,3,0.0,0,0,732,732,GasA,4,Y,SBrkr,0,1123,0,0,1,0,3,1,3,Typ,0,Detchd,Unf,1,264,3,3,P,0,0,140,0,6,2007,WD,Normal,100000,81,1123
122,20,RL,9464,Reg,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,3,4,CBlock,3,3,0.0,3,0,510,1080,GasA,4,Y,SBrkr,0,1080,0,0,1,0,3,1,3,Typ,0,Attchd,Unf,1,288,3,3,Y,0,0,0,130,6,2008,WD,Normal,136000,62,1080
123,120,RL,7892,Reg,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,PConc,4,3,0.0,5,0,899,1199,GasA,5,Y,SBrkr,0,1199,0,0,2,0,2,1,4,Typ,0,Attchd,RFn,2,530,3,3,Y,0,63,0,0,3,2008,WD,Normal,153900,27,1199
124,20,RL,17043,IR1,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,2,0.0,0,0,1362,1362,GasA,3,Y,SBrkr,0,1586,0,0,2,0,3,1,3,Typ,1,Attchd,Unf,2,435,3,3,Y,192,0,0,0,1,2009,WD,Normal,181000,41,1586
125,190,RM,6780,Reg,Lvl,Inside,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,2.0,5,0,30,520,GasA,4,N,SBrkr,234,754,1,0,1,0,2,1,3,Typ,0,NoGarage,NoGarage,0,0,-1,-1,N,53,0,0,0,6,2006,WD,Normal,84500,85,520
126,120,RL,4928,IR1,Lvl,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,0.0,4,0,958,1078,GasA,3,Y,SBrkr,0,958,0,0,2,0,2,1,3,Typ,1,Attchd,RFn,2,440,3,3,Y,0,205,0,0,2,2007,WD,Normal,128000,44,958
127,45,RM,4388,IR1,Bnk,Inside,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,Gable,CompShg,WdShing,Wd Sdng,None,0.0,3,4,BrkTil,3,3,0.0,1,0,556,672,GasA,5,Y,SBrkr,0,840,0,0,1,0,3,1,3,Typ,1,NoGarage,NoGarage,0,0,-1,-1,N,0,0,0,0,6,2007,WD,Normal,87000,90,840
128,60,RL,7590,Reg,Lvl,Inside,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,3,3,CBlock,3,3,0.0,3,0,148,660,GasA,3,Y,SBrkr,0,1348,0,0,1,1,3,1,3,Typ,1,Attchd,RFn,2,453,3,3,Y,188,108,0,0,7,2006,WD,Normal,155000,54,1348
129,20,RL,8973,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,3,3,CBlock,3,3,0.0,2,3,413,1008,GasA,3,Y,FuseA,0,1053,0,1,1,1,3,1,5,Typ,0,2Types,RFn,2,750,3,3,Y,0,80,0,0,7,2006,WD,Abnorml,150000,62,1053
130,60,RL,14200,Reg,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,3,3,CBlock,3,3,0.0,2,0,479,924,GasA,5,Y,SBrkr,0,2157,0,0,2,1,4,1,4,Typ,2,Attchd,Fin,2,487,3,3,Y,105,66,0,0,5,2006,WD,Normal,226000,54,2157
131,60,RL,12224,IR1,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,0.0,5,0,297,992,GasA,5,Y,SBrkr,0,2054,1,0,2,1,3,1,4,Typ,1,BuiltIn,RFn,2,390,3,3,Y,24,48,0,0,7,2009,WD,Normal,244000,20,2054
132,20,RL,7388,Reg,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0.0,2,0,658,1063,GasA,4,Y,SBrkr,0,1327,1,0,1,0,3,1,4,Typ,0,Detchd,Unf,2,624,3,3,Y,0,0,0,0,7,2007,WD,Normal,150750,61,1327
133,20,RL,6853,IR1,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,4,3,PConc,5,3,0.0,5,0,262,1267,GasA,5,Y,SBrkr,0,1296,1,0,2,0,2,1,4,Typ,0,Attchd,Fin,2,471,3,3,Y,192,25,0,0,6,2009,WD,Normal,220000,19,1296
134,20,RL,10335,IR1,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,0.0,2,0,891,1461,GasA,4,Y,SBrkr,0,1721,0,0,2,1,3,1,3,Min1,1,Attchd,RFn,2,440,3,3,Y,0,96,180,0,7,2006,WD,Normal,180000,52,1721
135,20,RL,10400,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,3,3,PConc,3,3,0.0,0,0,1304,1304,GasA,4,Y,SBrkr,0,1682,0,0,2,0,3,1,3,Typ,1,Attchd,Unf,2,530,3,3,Y,98,0,0,0,5,2008,WD,Normal,174000,50,1682
